i want to fly from baltimore to dallas round trip	O O O O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip
i want to go from boston to oakland on united and leave at 838 am which flight should i take	O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name O O O B-depart_time.time I-depart_time.time O O O O O
list all united flights from boston to san francisco with fare code qx	O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-fare_basis_code
what are the flights from nashville to tacoma on tuesday the eighteenth of may	O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-depart_date.day_number O B-depart_date.month_name
what flights from indianapolis to memphis	O O O B-fromloc.city_name O B-toloc.city_name
which flights are there on tuesday from san francisco to pittsburgh	O O O O O B-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
show me flights from washington to boston on friday	O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
do all the flights to oakland land at the same place	O O O O O B-toloc.city_name O O O O O
please show me flights which cost less than or equal to 466 dollars from new york to miami leaving on a tuesday	O O O O O O B-cost_relative O O O O B-fare_amount I-fare_amount O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-depart_date.day_name
now i need a flight leaving fort worth and arriving in denver no later than 2 pm next monday	O O O O O O B-fromloc.city_name I-fromloc.city_name O O O B-toloc.city_name B-arrive_time.time_relative I-arrive_time.time_relative I-arrive_time.time_relative B-arrive_time.time I-arrive_time.time B-arrive_date.date_relative B-arrive_date.day_name
all flights from boston to washington dc on the tenth of november	O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O O B-depart_date.day_number O B-depart_date.month_name
i want the flights from toronto to san diego that stop in st. louis	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-stoploc.city_name I-stoploc.city_name
hi i need to go from cincinnati to san jose california after 6 pm on saturday	O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-toloc.state_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.day_name
show me the flights from love field	O O O O O B-fromloc.airport_name I-fromloc.airport_name
show me flights from pittsburgh to philadelphia	O O O O B-fromloc.city_name O B-toloc.city_name
show me the flights from denver to philadelphia and the flights from pittsburgh to philadelphia	O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-fromloc.city_name O B-toloc.city_name
list the flights from dallas to san francisco on american airlines	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name
what flights go to san francisco from boston	O O O O B-toloc.city_name I-toloc.city_name O B-fromloc.city_name
show me all flights from philadelphia to dallas which arrive in dallas before 3 o'clock pm on saturday	O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time O B-arrive_date.day_name
list evening flights tomorrow from phoenix to detroit	O B-depart_time.period_of_day O B-depart_date.today_relative O B-fromloc.city_name O B-toloc.city_name
what is the earliest flight going from san francisco to dallas on monday august nineteenth	O O O B-flight_mod O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number
i would like to originate my flight in washington dc stop in denver with the destination city of san francisco	O O O O O O O O B-fromloc.city_name B-fromloc.state_code O O B-stoploc.city_name O O O O O B-toloc.city_name I-toloc.city_name
flights between new york and san jose	O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name
show me all flights from new york to miami on a tuesday with round trip fare less than 932 dollars	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name O B-round_trip I-round_trip O B-cost_relative O B-fare_amount I-fare_amount
what are the flights available in the morning between boston and denver	O O O O O O O B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name
what is the latest flight from washington dc to denver	O O O B-flight_mod O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name
i would like a flight from baltimore to san francisco on twa with a stop in denver	O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_code O O O O B-stoploc.city_name
flight from denver to boston	O O B-fromloc.city_name O B-toloc.city_name
show me all nationair flights from toronto	O O O B-airline_name O O B-fromloc.city_name
list the flights from houston to st. paul	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
i'd like a flight on united airlines from dallas to san francisco that leaves after 815 am	O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time
looking for a flight from cleveland to dallas	O O O O O B-fromloc.city_name O B-toloc.city_name
630 am flight on august twenty seventh from atlanta to dallas	B-depart_time.time I-depart_time.time O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name
flights between tampa and st. louis	O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
show me all the flights out of boston today	O O O O O O O B-fromloc.city_name B-depart_date.today_relative
i'd like to see flights from pittsburgh to atlanta	O O O O O O B-fromloc.city_name O B-toloc.city_name
i'd like a flight from st. petersburg to miami on that next thursday	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.date_relative B-depart_date.day_name
give me the earliest flight tomorrow on northwest airlines from st. petersburg to milwaukee	O O O B-flight_mod O B-depart_date.today_relative O B-airline_name I-airline_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
what flights from atlanta to st. louis on tuesday arriving around 230 pm	O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time
what flights from detroit to st. petersburg	O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
i need a flight from los angeles to pittsburgh on monday afternoon	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day
is there an early morning delta airlines flight between boston and washington	O O O B-depart_time.period_of_day B-depart_time.period_of_day B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name
i need a flight from cincinnati to san jose leaving after 6 in the evening	O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.time_relative B-depart_time.time O O B-depart_time.period_of_day
show me the one way flight from detroit to westchester county with the highest fare	O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-cost_relative O
is there a flight between oakland and boston with a stopover in dallas fort worth on twa	O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name I-stoploc.city_name I-stoploc.city_name O B-airline_code
give me flights from pittsburgh to baltimore	O O O O B-fromloc.city_name O B-toloc.city_name
i'd like to fly from boston to baltimore	O O O O O B-fromloc.city_name O B-toloc.city_name
list all the flights that takeoff from general mitchell international	O O O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name
what is the first flight from atlanta to boston on thursday september fifth that leaves after 8 am	O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number O O B-depart_time.time_relative B-depart_time.time I-depart_time.time
hello i would like to plan a flight from boston to denver	O O O O O O O O O B-fromloc.city_name O B-toloc.city_name
give me all the flights from miami to chicago on american airlines	O O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name
flights from baltimore to washington dc	O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code
what is the earliest flight that has no stops from washington to san francisco on friday	O O O B-flight_mod O O O B-flight_stop I-flight_stop O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name
list all flights leaving denver on continental on sunday after 2134	O O O O B-fromloc.city_name O B-airline_name O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time
i would like to fly from denver to pittsburgh and atlanta	O O O O O O B-fromloc.city_name O B-toloc.city_name O B-toloc.city_name
what is the least expensive flight from pittsburgh to atlanta leaving on october fifth	O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.month_name B-depart_date.day_number
please show me flights from philadelphia to baltimore between 10 am and 2 pm	O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.start_time I-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time
show all flights from denver to san francisco	O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
on november twenty third what flights go from atlanta to denver on delta airlines	O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name
am flights from atlanta to philadelphia	B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name
what american airlines flights depart milwaukee for phoenix on saturday or sunday	O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-or B-depart_date.day_name
which flights depart burbank after noon and arrive in denver by 6 pm	O O O B-fromloc.city_name B-depart_time.time_relative B-depart_time.time O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time
show me the flights before 11 am on august second from boston to denver on delta	O O O O B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name O B-airline_name
give me flights from san francisco to boston on thursday afternoon	O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day
information on round trip flights from pittsburgh to san francisco first class	O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-class_type I-class_type
i would like a flight leaving from boston arriving in san francisco with a stopover in atlanta	O O O O O O O B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name
does flight dl 323 dl 229 from boston to denver stop in philadelphia	O O B-airline_code B-flight_number B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O O B-stoploc.city_name
